Date,MatchTime,OrderID,Participant,CounterParty,API,AccountID,TraderID,ContractID,TradePrice,TradeSize,BuySell,StockCode,StockName,Market,Currency,Product,OrderValidity,OrderQty,BalanceQty,MarriedTrade,CustomerInfo
2018-04-27,09:54:18,60F0F90100010A3C,252,252,72252B,0002801,108,6,5,1000,B,S68_RY,SGX,READY,SGD,Cash,DAY,1000,0,N,00003470187OSG1
2018-04-27,09:54:18,60F0F90100010A3D,252,252,72252B,0002801,108,6,5,1000,S,S68_RY,SGX,READY,SGD,Cash,DAY,5000,4000,N,00003470188OSG1
2018-04-27,09:55:53,60F0F90100010A3F,252,252,72252B,0002704,CCC,7,120,1000,B,D05_RY,DBS,READY,SGD,Cash,DAY,10000,9000,N,00003470190OSG1
2018-04-27,09:55:53,60F0F90100010A42,252,252,72252B,0002801,104,7,120,1000,S,D05_RY,DBS,READY,SGD,Cash,DAY,1000,0,N,00003470193OSG1
2018-04-27,09:56:32,60F0F90100010A43,252,252,72252B,0002801,108,8,3.3,5000,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,5000,0,N,00003470194OSG1
2018-04-27,09:56:32,60F0F90100010A44,252,252,72252B,0002801,108,8,3.3,5000,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,5000,0,N,00003470195OSG1
2018-04-27,09:57:07,60F0F90100010A46,252,252,72252B,0002801,108,9,3.29,1000,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003470197OSG1
2018-04-27,09:57:07,60F0F90100010A47,252,252,72252B,0002801,108,9,3.29,1000,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003470198OSG1
2018-04-27,09:59:49,60F0F90100010A45,252,252,72252B,0002801,108,10,3.3,1000,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003470196OSG1
2018-04-27,09:59:49,60F0F90100010A4A,252,252,72252B,0002801,108,11,3.33,1000,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003470201OSG1
2018-04-27,09:59:49,60F0F90100010A4D,252,252,72252B,0002014,CCC,10,3.3,1000,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,6000,5000,N,00003470202OSG1
2018-04-27,09:59:49,60F0F90100010A4D,252,252,72252B,0002014,CCC,11,3.33,1000,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,6000,4000,N,00003470202OSG1
2018-04-27,10:01:33,60F0F90100010A4F,252,252,72252B,0002801,108,12,0.345,1000,B,E5H_RY,Golden Agri-Res,READY,SGD,Cash,DAY,1000,0,N,00003470204OSG1
2018-04-27,10:01:33,60F0F90100010A53,252,252,72252B,0002801,108,12,0.345,1000,S,E5H_RY,Golden Agri-Res,READY,SGD,Cash,DAY,1000,0,N,00003470207OSG1
2018-04-27,10:19:32,60F0F90100010A5A,252,252,72252B,0002801,108,14,3.41,1000,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003470210OSG1
2018-04-27,10:19:32,60F0F90100010A72,252,252,72252B,0002801,108,14,3.41,1000,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003470215OSG1
