Date,MatchTime,OrderID,Participant,CounterParty,API,AccountID,TraderID,ContractID,TradePrice,TradeSize,BuySell,StockCode,StockName,Market,Currency,Product,OrderValidity,OrderQty,BalanceQty,MarriedTrade,CustomerInfo
2018-07-13,13:24:27,615D410100010CD6,252,252,72252B,0002801,108,95,8.99,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,900,N,00003471647OSG1
2018-07-13,13:24:27,615D410100011376,252,252,72252B,0002801,104,95,8.99,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471654OSG1
2018-07-13,13:28:26,615D410100010CD6,252,252,72252B,0002801,108,96,8.99,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,800,N,00003471647OSG1
2018-07-13,13:28:26,615D4101000113D6,252,252,72252B,0002801,104,96,8.99,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471655OSG1
2018-07-13,13:31:12,615D410100010CD6,252,252,72252B,0002801,108,97,8.99,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,700,N,00003471647OSG1
2018-07-13,13:31:12,615D410100011410,252,252,72252B,0002801,104,97,8.99,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471656OSG1
2018-07-13,13:31:32,615D410100010CD6,252,252,72252B,0002801,108,98,8.99,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,600,N,00003471647OSG1
2018-07-13,13:31:32,615D410100011418,252,252,72252B,0002801,104,98,8.99,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471657OSG1
2018-07-13,13:33:05,615D41010001142F,252,252,72252B,0002801,104,99,0.122,1000,B,A50_RY,Rowsley,READY,SGD,Cash,DAY,1000,0,N,00003471658OSG1
2018-07-13,13:33:05,615D410100011437,252,252,72252B,0002801,104,99,0.122,1000,S,A50_RY,Rowsley,READY,SGD,Cash,DAY,5000,4000,N,00003471659OSG1
2018-07-13,13:35:17,615D410100011474,252,242,72252B,0002801,104,104,1.3,100,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471661OSG1
2018-07-13,13:35:29,615D410100011479,252,242,72252B,0002801,104,105,1.3,100,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471662OSG1
2018-07-13,13:35:46,615D410100011480,252,242,72252B,0002801,104,106,1.3,100,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471663OSG1
2018-07-13,13:35:56,615D410100011486,252,242,72252B,0002801,104,107,1.3,100,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,100,0,N,00003471664OSG1
2018-07-13,15:03:30,615D410100011468,252,213,72252B,0002801,104,350,1.31,100,S,G13_RY,Genting Sing,READY,SGD,Cash,DAY,5000,4900,N,00003471660OSG1
