Date,MatchTime,OrderID,Participant,CounterParty,API,AccountID,TraderID,ContractID,TradePrice,TradeSize,BuySell,StockCode,StockName,Market,Currency,Product,OrderValidity,OrderQty,BalanceQty,MarriedTrade,CustomerInfo
2018-05-25,14:02:43,6118590100011924,252,252,72252B,0002001,108,8516793,3.54,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471003OSG1
2018-05-25,14:02:43,6118590100011947,252,252,72252B,0002001,108,8516793,3.54,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471004OSG1
2018-05-25,14:04:30,611859010001195B,252,252,72252B,0002001,108,8516794,3.56,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,900,N,00003471007OSG1
2018-05-25,14:04:30,611859010001195D,252,252,72252B,0002001,108,8516794,3.56,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,100,0,N,00003471008OSG1
2018-05-25,14:05:04,6118590100011952,252,252,72252B,0002001,108,8516795,3.55,900,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,100,N,00003471006OSG1
2018-05-25,14:05:04,611859010001195B,252,252,72252B,0002001,108,8516795,3.55,900,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003471007OSG1
2018-05-25,14:13:55,6118590100011952,252,252,72252B,0002001,108,8516799,3.55,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003471006OSG1
2018-05-25,14:13:55,61185901000119C9,252,252,72252B,0002001,108,8516799,3.55,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,900,N,00003471009OSG1
2018-05-25,14:15:31,61185901000119C9,252,252,72252B,0002001,108,8516800,3.55,900,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003471009OSG1
2018-05-25,14:15:31,61185901000119D5,252,252,72252B,0002001,108,8516801,3.55,100,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,500,400,N,00003471010OSG1
2018-05-25,14:15:31,61185901000119D8,252,252,72252B,0002001,108,8516800,3.55,900,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,100,N,00003471011OSG1
2018-05-25,14:15:31,61185901000119D8,252,252,72252B,0002001,108,8516801,3.55,100,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003471011OSG1
2018-05-25,14:15:43,6118590100011950,252,252,72252B,0002001,108,8516802,3.54,400,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,600,N,00003471005OSG1
2018-05-25,14:15:43,61185901000119D5,252,252,72252B,0002001,108,8516802,3.54,400,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,500,0,N,00003471010OSG1
2018-05-25,14:16:22,61185901000119DE,252,252,72252B,0002001,108,8516803,3.55,500,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,500,0,N,00003471012OSG1
2018-05-25,14:16:22,61185901000119E2,252,252,72252B,0002001,108,8516804,3.55,500,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,5000,4500,N,00003471013OSG1
2018-05-25,14:16:22,61185901000119E3,252,252,72252B,0002001,108,8516803,3.55,500,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,500,N,00003471014OSG1
2018-05-25,14:16:22,61185901000119E3,252,252,72252B,0002001,108,8516804,3.55,500,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003471014OSG1
2018-05-25,14:16:34,61185901000119E2,252,252,72252B,0002001,108,8516805,3.55,1200,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,5000,3300,N,00003471013OSG1
2018-05-25,14:16:34,61185901000119E6,252,252,72252B,0002001,108,8516805,3.55,1200,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1200,0,N,00003471015OSG1
2018-05-25,14:16:49,6118590100011950,252,252,72252B,0002001,108,8516806,3.54,600,B,Z74_RY,SingTel,READY,SGD,Cash,DAY,1000,0,N,00003471005OSG1
2018-05-25,14:16:49,61185901000119E2,252,252,72252B,0002001,108,8516806,3.54,600,S,Z74_RY,SingTel,READY,SGD,Cash,DAY,5000,2700,N,00003471013OSG1
