Date,MatchTime,OrderID,Participant,CounterParty,API,AccountID,TraderID,ContractID,TradePrice,TradeSize,BuySell,StockCode,StockName,Market,Currency,Product,OrderValidity,OrderQty,BalanceQty,MarriedTrade,CustomerInfo
2018-07-04,08:58:11,614DC90100121FB2,252,055,76252A,0002953,CCC,1448,0.315,7000,B,D5IU_RY,Lippo Malls Tr,READY,SGD,Unit Trusts,GTM,750000,267300,N,00003765782OSG1
2018-07-04,08:58:11,614DC90100121FB2,252,160,76252A,0002953,CCC,1449,0.315,900,B,D5IU_RY,Lippo Malls Tr,READY,SGD,Unit Trusts,GTM,750000,266400,N,00003765782OSG1
2018-07-04,08:58:11,614DC90100121FB2,252,160,76252A,0002953,CCC,1450,0.315,100,B,D5IU_RY,Lippo Malls Tr,READY,SGD,Unit Trusts,GTM,750000,266300,N,00003765782OSG1
2018-07-04,08:58:11,614F31010017CB97,252,202,76252A,0003017,CCC,1815,2.6,400,B,T39_RY,SPH,READY,SGD,Cash,GTM,250000,11500,N,00003769586OSG1
2018-07-04,08:58:11,614F31010017CB97,252,473,76252A,0003017,CCC,1816,2.6,200,B,T39_RY,SPH,READY,SGD,Cash,GTM,250000,11300,N,00003769586OSG1
2018-07-04,08:58:11,614F310100196F9F,252,294,76252A,0003017,CCC,1726,3.03,1600,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,148400,N,00003770285OSG1
2018-07-04,08:58:11,614F310100196F9F,252,472,76252A,0003017,CCC,1727,3.03,1700,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,146700,N,00003770285OSG1
2018-07-04,08:58:11,615099010000B3A3,252,403,76252A,0002801,108,1253,63.45,100,B,J36_RY,JMH USD,READY,USD,Cash,FOK,100,0,N,00003770329OSG1
2018-07-04,09:00:00,614F310100196F9F,252,242,76252A,0003017,CCC,2276,3.03,6600,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,140100,N,00003770285OSG1
2018-07-04,09:00:06,614F310100196F9F,252,821,76252A,0003017,CCC,2399,3.03,500,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,139600,N,00003770285OSG1
2018-07-04,09:00:06,614F310100196F9F,252,160,76252A,0003017,CCC,2406,3.03,700,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,138900,N,00003770285OSG1
2018-07-04,09:00:08,614F310100196F9F,252,160,76252A,0003017,CCC,2409,3.03,200,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,138700,N,00003770285OSG1
2018-07-04,09:00:25,614F3101001217FC,252,081,76252A,0003017,CCC,2591,1.65,22100,B,C61U_RY,CapitaCom Trust,READY,SGD,Unit Trusts,GTM,125000,102900,N,00003769069OSG1
2018-07-04,09:00:27,614F3101001217FC,252,791,76252A,0003017,CCC,2594,1.65,3800,B,C61U_RY,CapitaCom Trust,READY,SGD,Unit Trusts,GTM,125000,99100,N,00003769069OSG1
2018-07-04,09:00:29,614F3101001217FC,252,081,76252A,0003017,CCC,2601,1.65,200,B,C61U_RY,CapitaCom Trust,READY,SGD,Unit Trusts,GTM,125000,98900,N,00003769069OSG1
2018-07-04,09:00:31,614F3101001217FC,252,791,76252A,0003017,CCC,2631,1.65,100,B,C61U_RY,CapitaCom Trust,READY,SGD,Unit Trusts,GTM,125000,98800,N,00003769069OSG1
2018-07-04,09:01:08,614F310100196F9F,252,20A,76252A,0003017,CCC,2938,3.03,3000,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,135700,N,00003770285OSG1
2018-07-04,09:01:08,614F310100196F9F,252,081,76252A,0003017,CCC,2939,3.03,100,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,135600,N,00003770285OSG1
2018-07-04,09:01:15,615099010000F1E6,252,291,76252A,0003017,CCC,3015,3.15,16100,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,133900,N,00003770341OSG1
2018-07-04,09:01:15,615099010000F1E6,252,20A,76252A,0003017,CCC,3016,3.15,3000,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,130900,N,00003770341OSG1
2018-07-04,09:01:15,615099010000F1E6,252,055,76252A,0003017,CCC,3017,3.15,5000,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,125900,N,00003770341OSG1
2018-07-04,09:01:15,615099010000F1E6,252,294,76252A,0003017,CCC,3018,3.15,5000,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,120900,N,00003770341OSG1
2018-07-04,09:01:15,615099010000F1E6,252,473,76252A,0003017,CCC,3019,3.15,6500,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,114400,N,00003770341OSG1
2018-07-04,09:01:15,615099010000F1E6,252,401,76252A,0003017,CCC,3020,3.15,400,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,114000,N,00003770341OSG1
2018-07-04,09:01:42,614F310100196F9F,252,20A,76252A,0003017,CCC,3265,3.03,1000,S,Z74_RY,SingTel,READY,SGD,Cash,GTM,150000,134600,N,00003770285OSG1
2018-07-04,09:02:33,615099010000F1E6,252,07A,76252A,0003017,CCC,3558,3.15,4000,S,C31_RY,CapitaLand,READY,SGD,Cash,GTM,150000,110000,N,00003770341OSG1
